MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseValue,City,State,PropertyType,YearBuilt,SaleDate
14.633594067537992,14.288107300388967,4.274976984744738,0.2449857795358298,609.536630206427,3.635149939885052,35.646526349041174,-117.5327820486754,5.0,Los Angeles,Ca,Townhouse,1976,24-Jun-2023
3.918038694865485,6.951842841577754,5.47581218752048,3.532885285711941,2901.2546253814835,9.469964246574158,40.47124818335299,-119.333129701415,3.4061176615946476,SAN FRANCISCO,CA,Single-Family,1973,10/11/2023
3.943337783076792,36.43638657900154,4.320796545287962,0.0929227875304888,1749.1791860991016,2.1230278825545095,33.15914554136135,-117.2243843127576,-999,  San Francisco,calif,condo,1970,11/30/2023
14.958068701528491,6.627275662299195,4.237004674755633,0.2587277828149493,1530.202118117277,4.603826442094177,37.13537540220386,-121.83035351715311,5.0,Los angeles ,CALIFORNIA,SF,2005,2023-04-09
10.164790232200396,20.909066477853713,9.64511937817687,0.2590281110520517,1286.218724541374,2.859733550865123,36.2217381220445,-115.188251743714,5.0,Los Angelos,California,Single Family,1977,2023.01.29
6.391707609908948,38.86949962078268,3.879891459334806,0.485071165308798,733.5487538126082,0.5215374150958765,36.14758818964921,-117.92103069739522,4.606117459788255,los angeles,Ca,Condo,2004,2023.01.19
11.210419729048324,47.40909823769721,49.76268654930657,1.9005562001426817,1557.0951198892683,2.3185414747136517,41.55560017676286,-120.11905089266504,5.0,san francisco,calif,Single-Family,2022,2023.01.07
5.530554219963615,24.97709966981576,6.613228389676559,0.3924610083285226,736.2263954280374,0.4134200332720735,33.369850703389695,-120.76617404600944,3.253717943238345,San  Diego,CA,Sinle Family,1950,2023.06.25
6.3995459275916895,41.971167623920365,9.46617703287803,1.036684542718166,611.5079188714498,8.656926253723816,41.39680754935809,-115.35080666425306,4.312177838133131,Fresno,california,Townhouse,1960,02/01/2023
7.121252286597851,19.823388514775313,11.00219560462955,1.343354941461156,439.4756947220703,3.223072924315831,38.03110104457176,-122.35389292001628,4.859210531746267, Fresno ,calif,Condo,1957,2023-06-18
2.764344532437765,10.556915973736396,0.4746207671850601,3.4606980477759017,1444.7035485665467,8.838707836753379,32.73996575323377,-123.28851083341844,1.7899022723625098,SAN FRANCISCO,CA,TOWNHOUSE,2007,2023-06-07
12.66853722000292,34.41491052011489,2.6956145359279557,3.1082667521979284,1768.002463155985,4.785480800254181,41.48275209455119,-121.92468711300656,5.0,  LOS ANGELES  ,CALIFORNIA,condo,1958,28-Feb-2023
1.8711816866137283,17.285974424468964,5.145509803928733,4.839838653598227,634.1640903405771,0.9220603950959612,40.93064782648715,-124.04029840091653,-999,San Francisco,california,SF,N/A,05/23/2023
4.1239245549569175,18.665130561506498,1.8792116753530663,0.521545131369074,1447.2230108625276,0.5734001227673838,35.948075341481875,-122.16608807669546,2.329179724544326,SAN DIEGO ,CALIFORNIA,condo,1985,2023.07.02
4.000508604518241,22.610382172170382,3.866144705911672,0.6549548502819057,687.6945436982298,1.6555399226176646,38.41226265047507,-121.8476266916834,1.6347492962889438,SACRAMENTO,California,CONDO,1951,09/02/2023
5.621687286842581,44.28807645402559,5.881488944173412,0.2960314084204312,509.2715676103059,1.2373531317260869,36.964351603786625,-117.970721253666,3.118757041512437,los angeles,California,condo,2011,11/29/2023
3.3294241916793217,11.322571539861585,6.1980758228782795,0.0572382033982179,1094.3330642902313,4.189370730931068,41.34339968746755,-124.03156777467996,NULL,san diego,calif,SF,2019,2023-08-08
10.196132980315818,11.402339274603673,3.2094400381100696,2.8457160529073326,1584.7742159610434,1.0895270969668711,33.18242173035655,-114.65981608980012,5.0,  San Francisco,calif,Condo,2023,2023-12-10
9.84177884016028,9.270425787045925,3.7722400623799626,0.4845288098498624,887.6507817415309,3.529564949241939,39.73859364418959,-120.31450294421512,5.0,Fresno,Ca,SINGLE_FAMILY,2007,2023-09-07
10.579797536421216,14.970027626261528,2.2664656228785423,0.3097307936571467,1102.7386117819833,5.584916109000454,41.555429549122586,-117.06905020096612,5.0,sacramento,California,Single Family,2009,11-Dec-2023
5.7628912828344925,16.15343781997606,1.3208241532799123,0.6701424276785225,727.9847302979761,3.337831203925671,35.52050513807082,-121.4591846613911,2.134526803970658,fresno,California,SINGLE_FAMILY,1968,01/02/2023
6.744422973786235,42.00283912889407,5.170209740637809,1.8924525903779048,1048.7957786099312,0.203586029211906,37.74933616094415,-123.4534612196755,3.778772852937384, Fresno ,CALIFORNIA,single family,1975,07-Mar-2023
8.903240725435197,7.944787463667492,9.232019726499846,0.3413221205563906,1934.478306029696,1.9350175803574337,37.11140792615174,-121.08718620313444,5.0,San Diego,calif,Townhouse,2019,04-Feb-2023
7.051952606555811,33.07498044245358,4.120236894212566,0.263259408495115,1132.3848139973252,0.5225041848704646,40.35659198477117,-122.6989125940819,4.046375072285619,Los angeles ,california,SINGLE_FAMILY,1977,2023.02.21
5.8045370545505435,21.98129700926047,5.529375691676308,0.7143950816121826,335.7115729963374,0.9064835944712364,37.152365836774685,-122.007104884092,NULL,fresno,CALIFORNIA,SF,2016,2023-04-05
7.597503541473092,8.000321950095957,2.8504638481358344,2.13045115231335,1933.8524753758427,0.6924485133179343,36.22614651196935,-122.88417992394427,4.332336833384482,San Diego,CA,condo,1983,2023-12-18
10.529660816633694,26.085309908468258,0.7367427105860619,1.029350649492201,1708.478667576485,0.0976780972098413,40.73233888584606,-119.6657520772202,5.0,SAN DIEGO ,Ca,SF,1957,2023-11-12
3.041991791765853,51.43118655362839,5.165553381501104,0.2263524902875288,3148.0097181748865,2.2668985442343166,33.00093830404048,-114.49059802213324,Unknown, Fresno ,Ca,Single-Family,1995,20-Mar-2023
8.17307833614778,10.205248352936032,3.4072631030241975,1.3868887679050577,2247.764230781367,6.946219070135123,33.852502231723534,-119.46730057476476,5.0,Fresno,CALIFORNIA,Single-Family,1980,2023-08-12
7.378046545878664,1.1495148332224443,3.0121052237215373,1.482654939352137,419.30268851105586,0.3489569712329081,36.18115854661517,-123.91559286511286,4.1892425177742085,Los angeles ,CALIFORNIA,SINGLE_FAMILY,1970,2023.08.25
1.923203941776204,2.4046052115313845,3.97272112413492,3.740575171273136,1810.764656839952,3.289572641047694,37.83318643033016,-117.40555386878268,0.9620790763205254,SAN DIEGO ,california,CONDO,1992,2023.03.23
8.14638484580501,35.812639657720844,5.2200697824544715,1.2748844360394218,1622.4735771800797,4.643286330096296,39.883948458820655,-114.51396284277988,5.0,San  Diego,california,single family,1983,25-Jun-2023
6.237028332294878,26.96993638419592,2.682966155885725,0.6075699501365976,3072.99323896237,1.0957301330900349,39.31780901395463,-117.08122398366586,3.88437573422828,SAN DIEGO ,Ca,single family,2017,11-Jan-2023
3.5223092879568143,35.606969878453654,3.3583059086360385,0.1298823110650374,677.9031506152821,10.206083479099613,39.56128452314647,-120.48058701078531,-999, Fresno ,Ca,SINGLE_FAMILY,1956,2023.02.04
7.158841867664783,7.028442950651806,14.32081527013948,1.1333099470490988,763.181880616942,0.7079769025239078,40.91610320403555,-123.2704593908155,5.0,SAN DIEGO ,california,single family,2007,03/27/2023
7.631608670818793,42.47951104539311,3.4207167548656487,0.7359218868456913,407.6115386235871,0.3076424874723765,33.6421416395846,-122.4371081305287,4.293988331700784,Los Angeles,calif,SINGLE_FAMILY,1953,16-Mar-2023
6.857893079854842,44.245610303283215,2.026796104235698,0.1823283544132247,2474.161163024302,0.5940455065312392,32.88635347909204,-124.347642192264,3.481500968981984,  Sacramento,california,Single Family,2002,17-Jan-2023
3.72868963907536,40.233534033092155,1.7616975361962703,1.0082439789562008,1035.65204085645,1.0550314705959245,40.27610422967545,-122.9152124200132,2.1345341828951483,  San Francisco,CA,condo,1957,24-Dec-2023
6.868639421471949,17.790678944697785,15.744922661295252,1.3433858992479075,1163.53650029637,6.7816074475547525,33.431083865854404,-122.93761808660804,5.0,sacramento,CALIFORNIA,Townhouse,1960,2023-05-17
7.81058987347459,50.67275209562157,4.740228222626734,0.3050886449260019,386.3185187697428,0.8546759070729648,38.989294602529135,-118.9453599669566,4.8586601399716685,los angeles,CA,Condo,2003,11-Aug-2023
7.114058536352144,34.4551509362056,6.098248893671547,2.0357313263684613,1314.7339624962974,1.877095772195442,41.45394295963676,-119.305248273072,4.880221228828481,San Francisco,California,Townhouse,1963,03/31/2023
10.631511016368105,33.884995499146584,3.8369530775614256,0.0512523382675709,201.54558986900523,0.3359702543146922,35.62317977166283,-120.71782987132666,5.0,  LOS ANGELES  ,CA,single family,2007,10-Jun-2023
7.207196877285863,47.794967608926946,8.068436466276355,1.7163974214658972,945.702630446839,3.9884733241462142,40.00472082127341,-118.92415449711486,3.733758834602224,san diego,CA,CONDO,1973,2023.06.12
3.4114272896608244,3.9776790471709504,15.315434369511184,1.7067495591441144,658.2812937547055,1.688071249381176,38.85635043721417,-117.58568934881308,3.5222446588481016,fresno,CA,Single Family,1988,10/23/2023
6.930025449122376,17.115646809541005,4.7809675099747135,1.161758987998208,290.32822129561043,1.5375869860443767,39.03672630501706,-120.40254565698628,4.040181740438614,sacramento,Californa,Sinle Family,2007,12/09/2023
8.049899593419399,32.22334762449453,8.321373260344819,1.267380595908204,1454.0808419240905,1.324463549234654,36.230093970839725,-118.38798245197296,5.0,sacramento,calif,Condo,1962,2023-11-18
9.639389448303207,51.92323872535695,7.828144373599527,0.5006011803753463,963.719279396349,0.6106905856138728,41.44286698821111,-114.51736784265174,4.305815291442633,san francisco,CA,SF,2021,09/04/2023
10.089755928251655,46.969353156045074,9.989361737086512,0.8160444089054875,1865.2755860713696,2.0491019620012794,33.133663957886924,-118.93888591652788,5.0,FRESNO,calif,SF,2009,08-Aug-2023
16.18631844668263,17.798128840170275,4.426549347119136,0.6915512709195742,351.0170473493177,1.0074382886075983,40.76433167270605,-114.5739142767915,Unknown,San Francisco,Ca,SINGLE_FAMILY,1993,02/08/2023
21.563064494437903,2.6899465272210796,1.1027084068472948,2.1143560512869484,158.24621161541313,1.10310839692521,41.52273570374589,-124.36665908370884,5.0,fresno,CA,SF,1968,2023-11-08
18.518412374063345,24.999304326864507,5.855105963154617,0.5932040063766743,1084.8895894184732,13.03218399735237,34.04608174947462,-116.2558868498896,5.0,san francisco,calif,townhouse,1990,2023.03.01
9.782031222706904,9.488356509886868,6.439060862664316,0.9176245264655832,772.4363564947504,1.2190083470905906,36.63765554495919,-120.96283237829812,5.0,los angeles,calif,TOWNHOUSE,1997,04-May-2023
9.553242756957012,23.13251097870229,7.065775593286731,0.6558174729895344,284.2756634447546,2.160698502617827,32.610303746937554,-120.83962299278596,4.811850036913233, Fresno ,CALIFORNIA,SINGLE_FAMILY,1976,2023.09.16
4.268002748011071,31.398002256692607,4.3875548961168676,0.9946116594153064,735.165546846956,3.0848385909535083,37.21608205340587,-122.47988188723777,N/A,fresno,california,CONDO,1960,2023.07.09
16.462879755812633,38.917384298753234,0.4976483790483998,1.4646474977568655,1376.790618921597,8.329199612742801,35.55640731965702,-118.58711280162068,5.0,fresno,CALIFORNIA,Townhouse,1991,N/A
4.852679533016733,23.01831857583477,3.3644288724820854,1.190753763907452,1267.175331392605,2.194444510218841,35.94276516478763,-123.1508861735838,2.1371778961447028,San Diego,CALIFORNIA,SINGLE_FAMILY,2015,2023.12.15
7.354749276003376,47.8485162475709,6.784465818120581,0.7620511885184191,893.6362432649661,1.8882591734898573,35.626706891308196,-120.33396794365476,5.0,Sacramento,CA,condo,1967,2023.01.01
13.299386061634708,32.61292462504134,4.7199108294238075,0.2485506268057641,409.88260191258064,0.2142502381166899,38.36591315627813,-115.04041363595204,5.0,SACRAMENTO,california,Townhouse,1970,05-Mar-2023
4.139049218767006,4.062058935030388,1.5451838724832667,0.038805281471755,1618.7206375104693,5.320447645115091,41.002313942808776,-122.4867293070476,1.5400809191849478,fresno,california,Single-Family,1950,19-Sep-2023
8.618356646957025,15.623881391622024,4.224950132280911,0.2061492430238545,572.0722019861939,1.9388746555682328,34.78573295212141,-117.81573312536284,5.0,San Francisco,california,CONDO,1986,2023-11-20
10.81835706972897,21.164925814807155,3.0403032672834756,0.7740870630141052,1105.4932421526132,0.6412595517507568,33.28428897737954,-119.19674022920212,5.0,SACRAMENTO,CA,CONDO,1974,23-Apr-2023
20.508304073096724,38.30753890028586,1.9530704625232036,2.296491443283766,873.4982391725304,1.7546826372542912,33.71169250049295,-123.44644204844816,5.0,SAN DIEGO ,california,townhouse,2002,10/15/2023
8.615221883815126,26.314593537672376,9.31148698644614,0.4039014697004211,554.6739870935128,1.45965410741478,39.56014499833795,-115.95043715149473,5.0,san francisco,Californa,TOWNHOUSE,1965,08/26/2023
3.009355858477199,51.23526281692399,10.54740404132407,0.4503193841698639,184.2705242974253,2.2610134412124565,39.35220641864944,-116.95887499758015,2.4053621717501237,L.A.,Ca,Single-Family,2015,21-Feb-2023
3.0907240625333214,40.25804476304915,8.47884628122527,0.9143450295442216,995.5355637553816,0.4900616148615497,33.79197691719748,-123.78129517293424,2.7481497214197974,San Francisco,California,Single Family,1966,05/08/2023
5.899695039198324,40.939668918523665,10.033511953119891,0.0570326438834001,1263.5527121675889,0.717747645864192,41.665547555236465,-114.47224192428304,4.65516000312808,Sacramento,california,Single-Family,1994,2023.08.26
4.617668266901384,21.697590228297997,0.9762868390090508,0.1205778543519665,1182.4340564365002,1.2111860919897235,39.91185981486198,-123.82854121250148,2.3243293447535835, Fresno ,CALIFORNIA,Single-Family,1954,2023.12.30
8.962132603767792,50.01468874693532,1.7508629185138158,0.3261821469048889,1469.080232768558,3.3246713696740255,35.6827417643043,-119.6843888328434,5.0,  Sacramento,CA,Single-Family,1997,11/18/2023
8.71776315282261,46.6897796203986,8.241796183497431,0.7416154213646649,1959.1220225477268,0.102174453064926,35.87291716907291,-120.6126448717886,5.0, Fresno ,CALIFORNIA,Single-Family,1970,2023.11.24
11.824172909397491,10.066078862490455,3.1787798470826885,2.9930400444742533,2470.652402223361,4.934822917230105,34.47067945202693,-114.5777114680475,5.0,san francisco,CALIFORNIA,single family,1957,03-Dec-2023
3.8253154135493825,28.249657401043685,3.679427603666993,0.8555374642052292,2038.091346187596,0.9343559157270772,40.23581020348425,-114.7755820871614,2.920785467665208,Sacramento,CA,Townhouse,2001,22-Jun-2023
7.369188571529742,46.80994514606503,2.415471990847778,1.3128018263835786,592.8675829265643,0.4545049525389695,34.20525167684727,-122.65980325270814,4.916335487928124,Fresno,calif,townhouse,1951,09/17/2023
6.748552059147396,13.22948590209181,6.048584428990835,0.9188017128149992,1302.608391305551,0.3221090282270183,38.334825392363186,-121.28512992168938,4.45653052897175,  San Francisco,Ca,Townhouse,1996,2023-12-25
7.406335187558103,23.168198864169668,2.0989994627794673,0.0923692289288066,829.1963789998235,6.4256752416978715,35.80294785866302,-114.91962197553237,3.748712140341248,fresno,Ca,SINGLE_FAMILY,2022,12/11/2023
7.422081147690888,3.994828325749452,3.796976743288424,0.0185704223149013,419.5151854150541,4.538056006215839,32.63799650872971,-116.58799952251168,3.8167318884037047,san diego,California,townhouse,1982,2023.09.28
5.69470676308784,32.85806857708876,1.3169831981972413,0.4213116215127447,1177.0681029609832,7.105319729543238,35.46351717314533,-121.8994659738118,3.3862851520954957,Sacramento,california,condo,2002,29-Jun-2023
9.442021814023429,32.72754024647623,2.234450407390555,0.0377399563049473,1820.9403060466464,1.230770698930571,39.60319039776068,-118.99410857395452,5.0,Los Angelos,California,Condo,1963,2023-02-16
7.0370904983638525,13.888490019163967,2.3525516313413295,3.644260748666026,1080.127755832178,2.4148086441633403,36.31432881957408,-117.05033296460752,3.0079418781368057,SACRAMENTO,california,CONDO,1959,2023-02-07
3.720139927234321,19.402698986967117,6.477956114563211,0.1601163551246649,825.7542516661342,0.8156336519616795,35.36777406933229,-115.5294417845342,1.490978487522142,San Francisco,California,Townhouse,1992,09/18/2023
7.668080939687256,33.90491114138696,2.334733244649631,1.9112680216438824,1636.1143223464803,1.16105202664265,35.84994732590729,-117.37083063339246,4.317623184511351,san diego,calif,Single Family,1994,2023.06.22
8.288340124010727,24.57363273149722,4.506008523081141,0.7417238642793912,824.9704810304501,2.368586358555312,32.5269107214128,-116.1642256915749,4.488405984276018,Los angeles ,CA,Single-Family,1968,26-Mar-2023
7.220410544857082,6.146914061985925,1.3453398970392494,0.8779454842980909,1404.161773031666,5.468037068499434,33.98315550266618,-117.32681697069776,3.1704732763075,  Sacramento,CA,TOWNHOUSE,2017,11-Sep-2023
10.611467010388086,18.751313125500147,6.538038268640201,1.4277523948585664,1413.7776756576102,1.3953275869413797,41.14772650516553,-122.85105241418944,5.0,Fresno,calif,SINGLE_FAMILY,1974,2023.10.18
6.772481211541237,44.6893680821976,6.661159250061906,0.3424871439615034,1171.1421464188356,4.362069713266635,37.866999606636305,-121.3253586343246,3.76376777540064,San  Diego,calif,SINGLE_FAMILY,1970,08/10/2023
9.623079777713984,26.20022321510012,1.2710321634136248,1.0512901394631264,1234.5533203653322,0.5733848292459875,41.55486818655044,-119.5914097694444,5.0,sacramento,California,Townhouse,1986,01/28/2023
6.786600686997318,40.614491937552955,4.486124985909181,1.7787530373031717,1293.145447470432,1.183280108205482,34.399708316349916,-121.49081558977872,4.1174416660684745,  San Francisco,California,SINGLE_FAMILY,1997,15-Jun-2023
