Student_ID,Major,Exam_Score
1,Physics,79.57962893885335
2,CS,75.14379330856781
3,CS,
4,CS,
5,Arts,96.02002890154154
6,Math,57.09579665930622
7,Arts,86.07410143940987
8,CS,66.41156793587346
9,Physics,72.56660469967508
10,,87.8709207150594
11,Math,
12,Arts,54.80645654099931
13,CS,77.2672223741935
14,,77.17819684851041
15,Math,52.10928882962691
16,Physics,81.61061102831512
17,Math,56.432917956713304
18,CS,69.55255418595557
19,Math,70.33277158030663
20,CS,72.04205343786013
21,CS,61.851656794166296
22,Math,85.05770661072206
23,Physics,49.87590569652909
24,CS,
25,,65.96127560792087
26,,
27,,76.52306850575336
28,Physics,59.97794779361405
29,Arts,72.12828312656075
30,CS,
31,Physics,
32,Physics,
33,Physics,76.9370657555962
34,CS,
35,,39.66597145697046
36,CS,67.13494572212238
37,CS,72.80095396756684
38,CS,95.09905103013654
39,CS,73.2285165527693
40,CS,
41,CS,39.192990604227326
42,CS,71.16978489082427
43,Physics,92.6335049171045
44,Physics,50.8671721699681
45,CS,
46,Physics,73.89165609356459
47,,62.76956838705985
48,Physics,85.49501657414503
49,,80.88247269742655
50,Math,
51,Arts,75.79669876344522
52,Math,82.68006851508449
53,CS,67.70956224095877
54,,51.98931175616088
55,Math,
56,Math,
57,CS,60.270720100269514
58,,78.54993601217873
59,Physics,89.07092685328146
60,Physics,
61,,
62,,89.14463430902214
63,CS,68.37908089543394
64,,
65,Physics,64.53013821578875
66,Physics,
67,Arts,
68,CS,
69,Physics,89.1691323245111
70,CS,78.4771612779088
71,Physics,
72,Physics,85.83373459082819
73,Math,
74,CS,85.79377243901719
75,,86.90341933565225
76,CS,52.90214802414378
77,CS,
78,Physics,
79,CS,
80,Physics,95.6318374061485
81,CS,95.35437444155195
82,CS,54.95346679529837
83,Physics,79.83691564575395
84,Math,94.48830813391884
85,CS,
86,Physics,84.3275044756087
87,Math,
88,Math,76.68327836692785
89,CS,
90,Physics,71.71556609456584
91,Physics,80.74626164270295
92,Physics,69.36605565081186
93,CS,82.69202468678515
94,Physics,78.22093173965847
95,,33.824695197694545
96,Math,72.41010434605897
97,CS,
98,,82.72476671592909
99,,84.38067295593595
100,,82.66101239301327
101,CS,65.2188831266775
102,Physics,
103,CS,69.99772037787169
104,Arts,82.18593977787356
105,Math,77.78882543257616
106,Math,86.94653743327073
107,CS,66.43595503837363
108,CS,
109,,66.3304785667837
110,,
111,,
112,CS,56.857434458711396
113,CS,49.96771281378089
114,,55.55742695239623
115,Math,30.673237159354965
116,Arts,87.1983675681599
117,CS,31.201700845018593
118,CS,53.59705726828938
119,CS,73.02465324991888
120,Math,59.05680476590286
121,CS,
122,Physics,34.613616510289866
123,Math,82.9923671535465
124,Math,67.62433807531379
125,CS,60.02725074415509
126,,96.4409352737876
127,CS,59.68443649288645
128,,95.3643459413969
129,,53.944704341194004
130,Math,48.67083537496914
131,CS,88.37660391628252
132,CS,58.3987365990651
133,Physics,81.16414081413805
134,CS,87.13233678974095
135,,85.77605028770215
136,Math,62.843798396202075
137,CS,
138,CS,
139,CS,33.71276707155157
140,Physics,
141,,86.05380031959957
142,CS,
143,Math,84.51055258773465
144,Arts,75.18432075399782
145,CS,86.05401987456005
146,Arts,65.87121830756479
147,,94.12778144812646
148,CS,86.19130919985592
149,,68.08863617407889
150,CS,69.18994985802041
151,CS,74.2836578978767
152,CS,78.3198341098169
153,Arts,87.23213513179759
154,,94.87357819864349
155,Physics,64.42668352404965
156,CS,66.6814879208926
157,CS,58.869315038205826
158,CS,59.03204199626304
159,Physics,
160,,65.91680708240924
161,CS,66.1457499803028
162,CS,66.95045345034302
163,Math,63.219972292323554
164,CS,55.46529389784273
165,,95.75456535531384
166,Math,
167,Physics,75.72521680071183
168,CS,77.21269170525672
169,,
170,Arts,90.96624816477647
171,,63.48294501753957
172,,52.19529749634771
173,CS,73.11380535503712
174,CS,50.07150722377898
175,CS,
176,Physics,97.43462299493541
177,CS,80.8971095578615
178,CS,59.23734651459167
179,Math,88.42095518611868
180,Math,55.14755026439897
181,Physics,84.13496045557048
182,Physics,71.6661663440421
183,CS,83.51543935946854
184,Physics,84.99095260991166
185,CS,
186,Arts,63.85190001566511
187,CS,56.962255946345444
188,Arts,73.431539292927
189,Physics,34.842454507963815
190,CS,71.24405489868172
191,Math,72.85970993072155
192,Arts,72.53571344863468
193,Physics,
194,CS,77.34441601952547
195,Physics,49.921772868304096
196,CS,74.16335068655664
197,CS,70.92867520229441
198,CS,80.84843483197984
199,CS,
200,Physics,
201,CS,65.48088596104057
202,Physics,69.44689566783886
203,CS,95.35489799204389
204,CS,97.36980555137579
205,,
206,,75.43069833985184
207,CS,70.45332467386298
208,CS,49.52497433413644
209,Math,
210,CS,
211,CS,
212,CS,74.05329905203087
213,Physics,96.73278224103471
214,Arts,
215,CS,76.6538161359746
216,CS,
217,,75.4335817829852
218,Arts,83.15575703340326
219,CS,
220,CS,67.09062362051664
221,CS,77.74403463060703
222,CS,
223,CS,56.35221921799868
224,Physics,73.55701434572627
225,CS,67.14422661736134
226,Math,71.4920203455162
227,CS,89.1497668865729
228,CS,81.93792859466062
229,,66.34658488051221
230,CS,75.72515539909722
231,Physics,51.011603200444824
232,Math,
233,,71.48826760092241
234,Arts,79.4529891964739
235,CS,87.17313535270071
236,Physics,
237,CS,87.88043508054824
238,,
239,CS,66.33604630334864
240,Math,61.22429358497128
241,Physics,65.61995181415003
242,Arts,67.8441981409264
243,,76.15557181161648
244,Physics,47.896741842819864
245,Physics,
246,CS,57.64799908918402
247,CS,62.92787328315191
248,CS,
249,CS,71.3128238308816
250,CS,
251,Math,46.805717849765784
252,CS,64.8255305687292
253,Math,92.12613413823948
254,CS,53.99344408023439
255,CS,
256,Math,73.45815525460384
257,,
258,Physics,69.84019329167863
259,Math,82.00799380126
260,,
261,Math,
262,CS,
263,CS,76.08639347267359
264,CS,66.12349464798933
265,CS,84.4056042906704
266,CS,
267,Arts,84.94259927502235
268,Arts,76.66117392956887
269,CS,92.72242073932077
270,CS,71.96946347700148
271,,82.83207400533512
272,,65.80929764029246
273,Arts,36.2479258802641
274,CS,70.05194947170179
275,Physics,60.54353008401214
276,CS,
277,Arts,39.01622316801118
278,,
279,Physics,94.39164797600871
280,CS,97.72864016779285
281,Math,
282,CS,
283,CS,89.03256863496124
284,,71.19338209814713
285,Arts,81.6682755620696
286,,67.96131143617583
287,Math,
288,Physics,72.58867314020924
289,CS,83.27717226495648
290,,
291,CS,80.77545578442522
292,Math,83.09127513645159
293,CS,
294,CS,85.11104523018544
295,Math,
296,Physics,72.22391896054333
297,CS,
298,,44.375580754412624
299,CS,
300,,
301,CS,94.71066931349803
302,Math,67.50272435078399
303,Math,74.16574737549139
304,Math,55.58227023395514
305,CS,84.04918540637351
306,,
307,CS,
308,CS,
309,,87.09991812779259
310,CS,
311,CS,
312,Physics,76.05879391879785
313,CS,
314,Math,62.07141149191057
315,CS,
316,Math,47.30391914128233
317,,55.21543831754854
318,CS,73.72546556213507
319,Math,
320,,
321,CS,56.20562873881123
322,,
323,CS,62.14574383103426
324,CS,53.3243322827377
325,CS,60.56505846553753
326,Arts,65.46215212437976
327,,85.12282651083542
328,CS,
329,CS,
330,CS,32.832289209175315
331,,68.7025133708576
332,CS,
333,Arts,
334,CS,
335,,85.89457182934676
336,Math,85.58113276470746
337,Physics,45.79151222089859
338,Math,74.55228087301009
339,Math,69.91506747246578
340,,50.37615752492631
341,CS,55.63296173863621
342,Arts,66.63863118433811
343,CS,77.71028265785843
344,CS,72.74353364574222
345,,
346,CS,33.034592820565045
347,Arts,
348,,76.24061017507859
349,Math,88.78692992969076
350,Physics,39.49999028624476
351,CS,
352,,
353,CS,84.68768798646774
354,CS,93.56603825578297
355,Physics,41.34017974641237
356,,
357,CS,77.1929575133437
358,,92.1975400292229
359,Arts,45.93981170291456
360,CS,67.51469415198332
361,CS,80.79216344952572
362,,
363,,66.33903250657312
364,Math,
365,Physics,41.59189366477297
366,,
367,CS,75.85701606925433
368,CS,71.33143582153552
369,Physics,83.18434007231276
370,CS,74.07188903922281
371,Physics,
372,,
373,,70.71840285751438
374,Physics,66.1764399498542
375,Physics,96.08250514148865
376,Physics,49.44396636127934
377,CS,69.34182205902941
378,,
379,CS,68.22994964532533
380,Math,59.22328795410483
381,CS,82.56087688352336
382,Physics,62.975231009125686
383,CS,
384,Math,48.85539053341979
385,CS,77.16410568159885
386,Physics,61.74597694738657
387,Math,78.91780426029355
388,CS,87.00207971643283
389,CS,67.69122338214001
390,Physics,72.95153459059001
391,CS,36.969980133865846
392,CS,46.65408913768394
393,Arts,79.25833451791443
394,Physics,73.01688627880368
395,Arts,91.65407733237507
396,CS,81.57395605802287
397,,61.468402454524686
398,Physics,65.8950551467892
399,Math,71.46478934490892
400,Physics,64.04584373948782
401,CS,51.78906457742368
402,CS,78.50360333994067
403,CS,83.03893680958497
404,,93.26593669052916
405,CS,75.91228951656078
406,CS,86.911156092447
407,Arts,67.69900511100981
408,CS,67.42526822138146
409,,
410,Physics,85.34066990669594
411,Math,82.31369497640888
412,,
413,Physics,74.61004886566292
414,Math,89.13608501260963
415,Physics,84.22579087024897
416,Physics,80.63223092889174
417,Arts,88.61391530334112
418,Math,54.43891124335279
419,CS,72.05842934969851
420,Math,88.74599247667938
421,CS,89.16342067946071
422,Physics,34.92953197877496
423,,31.891168258185722
424,CS,60.29741072112611
425,Physics,73.9364767237509
426,Math,
427,,66.24903873660631
428,CS,64.61474341873301
429,Physics,74.78010540946525
430,CS,
431,Physics,
432,CS,68.76763455486923
433,Physics,
434,Physics,45.231618357634076
435,CS,68.86229240120414
436,CS,90.56669757429177
437,CS,
438,Physics,83.59454082292946
439,Math,75.29841532411513
440,Math,
441,CS,97.91921783440044
442,CS,79.60517462881084
443,CS,94.31702483507759
444,CS,55.34218414006792
445,Math,51.07909125551564
446,Physics,
447,Math,82.36870315286352
448,CS,71.5935206609109
449,Arts,86.14075715780723
450,Physics,64.4713206837897
451,Arts,50.62785191222861
452,Math,
453,CS,80.3444439903849
454,,50.87442765611431
455,,91.99747137738206
456,CS,81.36297924324303
457,CS,85.96338643524696
458,Math,92.23131301292563
459,Math,74.14322652360555
460,Math,61.3929266646287
461,CS,50.21079033165057
462,CS,76.864734420722
463,Math,
464,Arts,52.70115891043869
465,Physics,54.43376117267693
466,,80.01799284992234
467,,67.56344003401038
468,,66.9663674909634
469,CS,52.695643209954135
470,Math,60.58097074088751
471,Math,83.09702806732957
472,,43.761837506687186
473,,79.65276339730123
474,,89.16256557920329
475,CS,78.96251042698474
476,Math,57.409188372062836
477,CS,77.33953051322833
478,Physics,58.04085365917708
479,CS,65.84354165829546
480,CS,
481,CS,74.01269898051206
482,Math,
483,,61.84085566762829
484,CS,57.37481736131148
485,,89.38901040906674
486,,77.2518871450003
487,Arts,
488,,86.2770496013902
489,Math,45.78991284307439
490,,85.98891559341338
491,Physics,71.0262020716175
492,,91.2571327812919
493,CS,61.402108648733545
494,,
495,Arts,
496,CS,
497,Math,82.14123508716305
498,Physics,57.864867521221306
499,CS,49.01724750975967
500,,
501,Arts,80.45383184996273
502,Math,58.924075676005494
503,Math,92.30112384817102
504,CS,82.21141772576544
505,CS,47.928980918624276
506,CS,85.49944736415365
