MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseValue,PropertyType,YearBuilt
4.533978511993468,19.437727915929905,5.249328896990415,0.2910181386972958,382.45272466714465,2.4353436033781644,37.597555060424554,-122.71745549741964,3.805293237246431,townhouse,2007
7.380335609200083,47.75860757763951,2.244808806782028,1.8144661117755412,500.6289417380807,0.0483338517243994,36.78813349733935,-119.83926139555707,4.532503972299544,Townhouse,2021
10.93071700946618,25.488974061280253,1.133113014176001,1.2488816586024154,277.37863268524563,3.868950538140046,41.90837170516588,-120.48436618610482,5.0,townhouse,1972
2.708470734095189,46.928369808205346,0.9951251984600848,1.0219729285959227,994.7369013572896,0.515955304529531,37.32923090889791,-124.07815050963704,2.7632382357264618,SF,1962
10.41813830062381,19.066214891067425,6.350639262408215,1.6043868118671698,2779.2305017159338,0.4939415011113008,38.610350587326245,-120.71382013401669,5.0,CONDO,1991
13.825532468805836,14.704947184590235,6.203609701060948,0.4737267732480361,316.5227887547474,1.0548406266474653,39.722596226856666,-114.54147161497504,5.0,SF,1992
9.322322565322958,19.813321516240386,5.588707786722809,0.1465017776118696,1467.986181339389,5.68557201816563,34.73176907062142,-116.2653094763306,4.719798221564742,townhouse,1992
9.175109709244351,26.92028991362453,12.809872488862938,0.3446117433895951,663.3162321670973,1.9489388488319248,33.8060774295304,-117.17448587595938,5.0,single family,2001
4.803830551785431,5.403934727348585,5.700579889490739,0.5561640920271083,1013.3193585755256,4.322710893008542,33.29296197475066,-117.61165373835529,2.27831478370506,Condo,2001
5.509707520928979,45.977069872217314,6.488351765392006,3.1826238409642977,1029.45612432776,2.7717694530503407,37.578195130749386,-123.58441107235872,3.562751723190715,SF,1972
4.231987742332783,35.68580892217512,4.630646144111173,0.4630706364027758,834.253273835567,0.6596522260467267,37.71453337038115,-120.51472095323037,2.84507678717422,Condo,2002
2.293223938351361,2.370196697837543,7.336414236933046,0.6203866491536446,2006.0797550741745,8.867694964111967,34.422519351134206,-123.26531318840188,1.645284696845289,single family,1965
11.547050354227505,35.0143063286865,7.081687140016371,0.5962060124293787,2780.3963087646425,2.8140686306983267,32.94181751838223,-117.01102150852157,5.0,townhouse,1963
3.1644713275466527,23.99055928067113,5.519762080619248,1.4055992874172234,419.1902039046914,2.7783783666429476,37.9015307168649,-119.10073879310066,2.950565262091313,single family,1997
5.512603536892282,20.553160392015496,6.240480837919079,0.482703887757881,885.6805420638889,0.3520186698406688,33.12104420374423,-120.29893350879492,3.70728576765807,Single Family,2023
2.666305485544769,1.5969776487225884,4.767280508615334,0.7436624139102382,964.5447767447712,1.67182060734551,34.65977729433964,-117.68116368027188,1.2639936202456137,single family,1965
4.04691634364197,18.18953258608972,1.5276334243136052,0.2260511521491449,14392.109557403295,1.4376975072755431,38.967940471222136,-120.05675076133176,2.360906155539615,townhouse,2010
6.673773114428214,21.20647258198824,8.282535449691812,2.2578130156723972,1263.6698229571005,2.691684877887675,38.614538161864864,-123.4400593920958,-999,single family,1962
